,Season,Competition,Matchday,Date,Venue,Club,Opponent,Result,Playing Position,Minutes,Score At,Type,Goal assist,Player,Penalty
1119,15_16,UEFA Champions League,Group Stage,2015-12-09,Away,FC Barcelona,Bayer 04 Leverkusen,1:1,CF,20,00:01,Right-footed shot,Ivan Rakitic,Messi,False
1120,15_16,LaLiga,15,2015-12-12,Home,FC Barcelona,Deportivo de La Coruaa,2:2,RW,39,01:00,Direct free kick,,Messi,False
1121,15_16,FIFA Club World Cup,Final,2015-12-20,Away,FC Barcelona,CA River Plate,0:3,RW,36,00:01,Left-footed shot,Neymar,Messi,False
1122,15_16,LaLiga,17,2015-12-30,Home,FC Barcelona,Real Betis Balompie,4:0,RW,33,02:00,Right-footed shot,Neymar,Messi,False
1123,15_16,Copa del Rey,last 16,2016-01-06,Home,FC Barcelona,RCD Espanyol Barcelona,4:1,RW,13,01:01,Left-footed shot,Andres Iniesta,Messi,False
1124,15_16,Copa del Rey,last 16,2016-01-06,Home,FC Barcelona,RCD Espanyol Barcelona,4:1,RW,44,02:01,Direct free kick,,Messi,False
1125,15_16,LaLiga,19,2016-01-09,Home,FC Barcelona,Granada CF,4:0,RW,8,01:00,Left-footed shot,Arda Turan,Messi,False
1126,15_16,LaLiga,19,2016-01-09,Home,FC Barcelona,Granada CF,4:0,RW,14,02:00,Left-footed shot,Luis Suarez,Messi,False
1127,15_16,LaLiga,19,2016-01-09,Home,FC Barcelona,Granada CF,4:0,RW,58,03:00,Tap-in,,Messi,False
1128,15_16,LaLiga,20,2016-01-17,Home,FC Barcelona,Athletic Bilbao,6:0,RW,7,01:00,Penalty,,Messi,True
1129,15_16,LaLiga,21,2016-01-23,Away,FC Barcelona,Malaga CF,1:2,RW,51,01:02,Left-footed shot,Adriano,Messi,False
1130,15_16,LaLiga,22,2016-01-30,Home,FC Barcelona,Atletico de Madrid,2:1,RW,30,01:01,Left-footed shot,Jordi Alba,Messi,False
1131,15_16,Copa del Rey,Semi-Finals,2016-02-03,Home,FC Barcelona,Valencia CF,7:0,RW,29,03:00,Left-footed shot,Neymar,Messi,False
1132,15_16,Copa del Rey,Semi-Finals,2016-02-03,Home,FC Barcelona,Valencia CF,7:0,RW,59,04:00,Left-footed shot,Luis Suarez,Messi,False
1133,15_16,Copa del Rey,Semi-Finals,2016-02-03,Home,FC Barcelona,Valencia CF,7:0,RW,74,05:00,Left-footed shot,,Messi,False
1134,15_16,LaLiga,24,2016-02-14,Home,FC Barcelona,Celta de Vigo,6:1,RW,28,01:00,Direct free kick,,Messi,False
1135,15_16,LaLiga,16,2016-02-17,Away,FC Barcelona,Sporting de Gijón,1:3,RW,25,00:01,Left-footed shot,Luis Suarez,Messi,False
1136,15_16,LaLiga,16,2016-02-17,Away,FC Barcelona,Sporting de Gijón,1:3,RW,31,01:02,Left-footed shot,Luis Suarez,Messi,False
1137,15_16,UEFA Champions League,last 16,2016-02-23,Away,FC Barcelona,Arsenal FC,0:2,RW,71,00:01,Left-footed shot,Neymar,Messi,False
1138,15_16,UEFA Champions League,last 16,2016-02-23,Away,FC Barcelona,Arsenal FC,0:2,RW,83,00:02,Penalty,,Messi,True
1139,15_16,LaLiga,26,2016-02-28,Home,FC Barcelona,Sevilla FC,2:1,RW,31,01:01,Direct free kick,,Messi,False
1140,15_16,LaLiga,27,2016-03-03,Away,FC Barcelona,Rayo Vallecano,1:5,RW,23,00:02,Left-footed shot,Neymar,Messi,False
1141,15_16,LaLiga,27,2016-03-03,Away,FC Barcelona,Rayo Vallecano,1:5,RW,53,00:03,Left-footed shot,,Messi,False
1142,15_16,LaLiga,27,2016-03-03,Away,FC Barcelona,Rayo Vallecano,1:5,RW,72,01:04,Left-footed shot,Sergio Busquets,Messi,False
1143,15_16,LaLiga,28,2016-03-06,Away,FC Barcelona,SD Eibar,0:4,RW,42,00:02,Left-footed shot,Munir El Haddadi,Messi,False
1144,15_16,LaLiga,28,2016-03-06,Away,FC Barcelona,SD Eibar,0:4,RW,76,00:03,Penalty,,Messi,True
1145,15_16,LaLiga,29,2016-03-12,Home,FC Barcelona,Getafe CF,6:0,CF,41,04:00,Left-footed shot,Arda Turan,Messi,False
1146,15_16,UEFA Champions League,last 16,2016-03-16,Home,FC Barcelona,Arsenal FC,3:1,RW,86,03:01,Left-footed shot,Neymar,Messi,False
1147,15_16,LaLiga,33,2016-04-17,Home,FC Barcelona,Valencia CF,1:2,RW,63,01:02,Left-footed shot,Jordi Alba,Messi,False
1148,15_16,LaLiga,34,2016-04-20,Away,FC Barcelona,Deportivo de La Coruaa,0:8,RW,73,00:06,Left-footed shot,Luis Suarez,Messi,False
1149,15_16,LaLiga,35,2016-04-23,Home,FC Barcelona,Sporting de Gijón,6:0,RW,13,01:00,Header,,Messi,False
1150,15_16,LaLiga,37,2016-05-08,Home,FC Barcelona,RCD Espanyol Barcelona,5:0,RW,8,01:00,Direct free kick,,Messi,False
1151,16_17,Supercopa,final,2016-08-17,Home,FC Barcelona,Sevilla FC,3:0,RW,55,03:00,Header,Lucas Digne,Messi,False
1152,16_17,LaLiga,1,2016-08-20,Home,FC Barcelona,Real Betis Balompie,6:2,RW,37,02:01,Left-footed shot,Sergi Roberto,Messi,False
1153,16_17,LaLiga,1,2016-08-20,Home,FC Barcelona,Real Betis Balompie,6:2,RW,58,05:01,Left-footed shot,Arda Turan,Messi,False
1154,16_17,UEFA Champions League,Group Stage,2016-09-13,Home,FC Barcelona,Celtic FC,7:0,RW,3,01:00,Left-footed shot,Neymar,Messi,False
1155,16_17,UEFA Champions League,Group Stage,2016-09-13,Home,FC Barcelona,Celtic FC,7:0,RW,27,02:00,Left-footed shot,Neymar,Messi,False
1156,16_17,UEFA Champions League,Group Stage,2016-09-13,Home,FC Barcelona,Celtic FC,7:0,RW,60,05:00,Left-footed shot,Luis Suarez,Messi,False
1157,16_17,LaLiga,4,2016-09-17,Away,FC Barcelona,CD Leganes,1:5,RW,15,00:01,Left-footed shot,Luis Suarez,Messi,False
1158,16_17,LaLiga,4,2016-09-17,Away,FC Barcelona,CD Leganes,1:5,RW,55,00:04,Penalty,,Messi,True
1159,16_17,LaLiga,8,2016-10-15,Home,FC Barcelona,Deportivo de La Coruaa,4:0,RW,58,04:00,Left-footed shot,Neymar,Messi,False
1160,16_17,UEFA Champions League,Group Stage,2016-10-19,Home,FC Barcelona,Manchester City,4:0,RW,17,01:00,Left-footed shot,Andres Iniesta,Messi,False
1161,16_17,UEFA Champions League,Group Stage,2016-10-19,Home,FC Barcelona,Manchester City,4:0,RW,61,02:00,Left-footed shot,Andres Iniesta,Messi,False
1162,16_17,UEFA Champions League,Group Stage,2016-10-19,Home,FC Barcelona,Manchester City,4:0,RW,69,03:00,Left-footed shot,Luis Suarez,Messi,False
1163,16_17,LaLiga,9,2016-10-22,Away,FC Barcelona,Valencia CF,2:3,RW,22,00:01,Left-footed shot,Ivan Rakitic,Messi,False
1164,16_17,LaLiga,9,2016-10-22,Away,FC Barcelona,Valencia CF,2:3,RW,90+4,02:03,Penalty,,Messi,True
1165,16_17,UEFA Champions League,Group Stage,2016-11-01,Away,FC Barcelona,Manchester City,3:1,RW,21,00:01,Left-footed shot,Neymar,Messi,False
1166,16_17,LaLiga,11,2016-11-06,Away,FC Barcelona,Sevilla FC,1:2,RW,43,01:01,Left-footed shot,Neymar,Messi,False
1167,16_17,UEFA Champions League,Group Stage,2016-11-23,Away,FC Barcelona,Celtic FC,0:2,RW,24,00:01,Left-footed shot,Neymar,Messi,False
1168,16_17,UEFA Champions League,Group Stage,2016-11-23,Away,FC Barcelona,Celtic FC,0:2,RW,55,00:02,Penalty,,Messi,True
1169,16_17,LaLiga,13,2016-11-27,Away,FC Barcelona,Real Sociedad,1:1,RW,59,01:01,Left-footed shot,Neymar,Messi,False
1170,16_17,UEFA Champions League,Group Stage,2016-12-06,Home,FC Barcelona,Borussia Mönchengladbach,4:0,RW,16,01:00,Left-footed shot,Arda Turan,Messi,False
1171,16_17,LaLiga,15,2016-12-10,Away,FC Barcelona,CA Osasuna,0:3,RW,72,00:02,Left-footed shot,Jordi Alba,Messi,False
1172,16_17,LaLiga,15,2016-12-10,Away,FC Barcelona,CA Osasuna,0:3,RW,90+2,00:03,Left-footed shot,Sergio Busquets,Messi,False
1173,16_17,LaLiga,16,2016-12-18,Home,FC Barcelona,RCD Espanyol Barcelona,4:1,RW,90,04:01,Left-footed shot,Luis Suarez,Messi,False
1174,16_17,Copa del Rey,last 16,2017-01-05,Away,FC Barcelona,Athletic Bilbao,2:1,RW,52,02:01,Direct free kick,,Messi,False
1175,16_17,LaLiga,17,2017-01-08,Away,FC Barcelona,Villarreal CF,1:1,RW,90,01:01,Direct free kick,,Messi,False
1176,16_17,Copa del Rey,last 16,2017-01-11,Home,FC Barcelona,Athletic Bilbao,3:1,RW,78,03:01,Direct free kick,,Messi,False
1177,16_17,LaLiga,18,2017-01-14,Home,FC Barcelona,UD Las Palmas,5:0,RW,52,02:00,Right-footed shot,,Messi,False
1178,16_17,LaLiga,19,2017-01-22,Away,FC Barcelona,SD Eibar,0:4,RW,50,00:02,Left-footed shot,Luis Suarez,Messi,False
1179,16_17,Copa del Rey,Quarter-Finals,2017-01-26,Home,FC Barcelona,Real Sociedad,5:2,RW,55,02:00,Penalty,,Messi,True
1180,16_17,Copa del Rey,Semi-Finals,2017-02-01,Away,FC Barcelona,Atletico de Madrid,1:2,RW,33,00:02,Left-footed shot,Ivan Rakitic,Messi,False
1181,16_17,LaLiga,21,2017-02-04,Home,FC Barcelona,Athletic Bilbao,3:0,RW,40,02:00,Direct free kick,,Messi,False
1182,16_17,LaLiga,22,2017-02-11,Away,FC Barcelona,Deportivo Alaves,0:6,RW,59,00:03,Left-footed shot,Neymar,Messi,False
1183,16_17,LaLiga,23,2017-02-19,Home,FC Barcelona,CD Leganes,2:1,RW,4,01:00,Right-footed shot,Luis Suarez,Messi,False
1184,16_17,LaLiga,23,2017-02-19,Home,FC Barcelona,CD Leganes,2:1,RW,90,02:01,Penalty,,Messi,True
1185,16_17,LaLiga,24,2017-02-26,Away,FC Barcelona,Atletico de Madrid,1:2,RW,86,01:02,Left-footed shot,,Messi,False
1186,16_17,LaLiga,25,2017-03-01,Home,FC Barcelona,Sporting de Gijón,6:1,RW,9,01:00,Header,Javier Mascherano,Messi,False
1187,16_17,LaLiga,26,2017-03-04,Home,FC Barcelona,Celta de Vigo,5:0,AM,24,01:00,Left-footed shot,Sergio Busquets,Messi,False
1188,16_17,LaLiga,26,2017-03-04,Home,FC Barcelona,Celta de Vigo,5:0,AM,64,05:00,Left-footed shot,,Messi,False
1189,16_17,UEFA Champions League,last 16,2017-03-08,Home,FC Barcelona,Paris Saint-Germain,6:1,AM,50,03:00,Penalty,,Messi,True
1190,16_17,LaLiga,28,2017-03-19,Home,FC Barcelona,Valencia CF,4:2,AM,45,02:01,Penalty,,Messi,True
1191,16_17,LaLiga,28,2017-03-19,Home,FC Barcelona,Valencia CF,4:2,AM,53,03:02,Right-footed shot,Javier Mascherano,Messi,False
1192,16_17,LaLiga,30,2017-04-05,Home,FC Barcelona,Sevilla FC,3:0,RW,28,02:00,Right-footed shot,Luis Suarez,Messi,False
1193,16_17,LaLiga,30,2017-04-05,Home,FC Barcelona,Sevilla FC,3:0,RW,33,03:00,Left-footed shot,,Messi,False
1194,16_17,LaLiga,32,2017-04-15,Home,FC Barcelona,Real Sociedad,3:2,RW,17,01:00,Left-footed shot,Luis Suarez,Messi,False
1195,16_17,LaLiga,32,2017-04-15,Home,FC Barcelona,Real Sociedad,3:2,RW,37,02:00,Tap-in,,Messi,False
1196,16_17,LaLiga,33,2017-04-23,Away,FC Barcelona,Real Madrid,2:3,RW,33,01:01,Left-footed shot,Ivan Rakitic,Messi,False
1197,16_17,LaLiga,33,2017-04-23,Away,FC Barcelona,Real Madrid,2:3,RW,90+2,02:03,Left-footed shot,Jordi Alba,Messi,False
1198,16_17,LaLiga,34,2017-04-26,Home,FC Barcelona,CA Osasuna,7:1,AM,12,01:00,Left-footed shot,,Messi,False
1199,16_17,LaLiga,34,2017-04-26,Home,FC Barcelona,CA Osasuna,7:1,AM,61,04:01,Left-footed shot,Ivan Rakitic,Messi,False
1200,16_17,LaLiga,36,2017-05-06,Home,FC Barcelona,Villarreal CF,4:1,RW,45,02:01,Left-footed shot,Sergio Busquets,Messi,False
1201,16_17,LaLiga,36,2017-05-06,Home,FC Barcelona,Villarreal CF,4:1,RW,82,04:01,Penalty,,Messi,True
1202,16_17,LaLiga,38,2017-05-21,Home,FC Barcelona,SD Eibar,4:2,RW,75,03:02,Penalty,,Messi,True
1203,16_17,LaLiga,38,2017-05-21,Home,FC Barcelona,SD Eibar,4:2,RW,90+2,04:02,Right-footed shot,,Messi,False
1204,16_17,Copa del Rey,Final,2017-05-27,Home,FC Barcelona,Deportivo Alaves,3:1,RW,30,01:00,Left-footed shot,Neymar,Messi,False
1205,17_18,Supercopa,final,2017-08-13,Home,FC Barcelona,Real Madrid,1:3,RW,77,01:01,Penalty,,Messi,True
1206,17_18,LaLiga,2,2017-08-26,Away,FC Barcelona,Deportivo Alaves,0:2,CF,55,00:01,Left-footed shot,Jordi Alba,Messi,False
1207,17_18,LaLiga,2,2017-08-26,Away,FC Barcelona,Deportivo Alaves,0:2,CF,66,00:02,Left-footed shot,Paco Alcacer,Messi,False
1208,17_18,LaLiga,3,2017-09-09,Home,FC Barcelona,RCD Espanyol Barcelona,5:0,CF,26,01:00,Left-footed shot,Ivan Rakitic,Messi,False
1209,17_18,LaLiga,3,2017-09-09,Home,FC Barcelona,RCD Espanyol Barcelona,5:0,CF,35,02:00,Right-footed shot,Jordi Alba,Messi,False
1210,17_18,LaLiga,3,2017-09-09,Home,FC Barcelona,RCD Espanyol Barcelona,5:0,CF,67,03:00,Left-footed shot,Jordi Alba,Messi,False
1211,17_18,UEFA Champions League,Group Stage,2017-09-12,Home,FC Barcelona,Juventus FC,3:0,CF,45,01:00,Left-footed shot,Luis Suarez,Messi,False
1212,17_18,UEFA Champions League,Group Stage,2017-09-12,Home,FC Barcelona,Juventus FC,3:0,CF,69,03:00,Left-footed shot,,Messi,False
1213,17_18,LaLiga,5,2017-09-19,Home,FC Barcelona,SD Eibar,6:1,CF,21,01:00,Penalty,,Messi,True
1214,17_18,LaLiga,5,2017-09-19,Home,FC Barcelona,SD Eibar,6:1,CF,59,04:01,Left-footed shot,Sergio Busquets,Messi,False
1215,17_18,LaLiga,5,2017-09-19,Home,FC Barcelona,SD Eibar,6:1,CF,62,05:01,Left-footed shot,Paulinho,Messi,False
1216,17_18,LaLiga,5,2017-09-19,Home,FC Barcelona,SD Eibar,6:1,CF,87,06:01,Left-footed shot,Aleix Vidal,Messi,False
1217,17_18,LaLiga,7,2017-10-01,Home,FC Barcelona,UD Las Palmas,3:0,SS,70,02:00,Left-footed shot,Denis Suarez,Messi,False
1218,17_18,LaLiga,7,2017-10-01,Home,FC Barcelona,UD Las Palmas,3:0,SS,77,03:00,Left-footed shot,Luis Suarez,Messi,False
1219,17_18,UEFA Champions League,Group Stage,2017-10-18,Home,FC Barcelona,Olympiacos Piraeus,3:1,CF,61,02:00,Direct free kick,,Messi,False
1220,17_18,LaLiga,10,2017-10-28,Away,FC Barcelona,Athletic Bilbao,0:2,SS,37,00:01,Left-footed shot,Jordi Alba,Messi,False
1221,17_18,LaLiga,14,2017-12-02,Home,FC Barcelona,Celta de Vigo,2:2,SS,22,01:01,Left-footed shot,Paulinho,Messi,False
1222,17_18,LaLiga,15,2017-12-10,Away,FC Barcelona,Villarreal CF,0:2,RW,83,00:02,Left-footed shot,Sergio Busquets,Messi,False
1223,17_18,LaLiga,17,2017-12-23,Away,FC Barcelona,Real Madrid,0:3,SS,64,00:02,Penalty,,Messi,True
1224,17_18,LaLiga,18,2018-01-07,Home,FC Barcelona,Levante UD,3:0,SS,12,01:00,Left-footed shot,Jordi Alba,Messi,False
1225,17_18,Copa del Rey,last 16,2018-01-11,Home,FC Barcelona,Celta de Vigo,5:0,SS,13,01:00,Left-footed shot,Jordi Alba,Messi,False
1226,17_18,Copa del Rey,last 16,2018-01-11,Home,FC Barcelona,Celta de Vigo,5:0,SS,15,02:00,Left-footed shot,Jordi Alba,Messi,False
1227,17_18,LaLiga,19,2018-01-14,Away,FC Barcelona,Real Sociedad,2:4,SS,85,02:04,Direct free kick,,Messi,False
1228,17_18,LaLiga,20,2018-01-21,Away,FC Barcelona,Real Betis Balompie,0:5,SS,64,00:02,Left-footed shot,Sergio Busquets,Messi,False
1229,17_18,LaLiga,20,2018-01-21,Away,FC Barcelona,Real Betis Balompie,0:5,SS,80,00:04,Left-footed shot,Luis Suarez,Messi,False
1230,17_18,Copa del Rey,Quarter-Finals,2018-01-25,Home,FC Barcelona,RCD Espanyol Barcelona,2:0,SS,25,02:00,Deflected shot on goal,,Messi,False
1231,17_18,LaLiga,21,2018-01-28,Home,FC Barcelona,Deportivo Alaves,2:1,SS,84,02:01,Direct free kick,,Messi,False
1232,17_18,UEFA Champions League,last 16,2018-02-20,Away,FC Barcelona,Chelsea FC,1:1,SS,75,01:01,Left-footed shot,Andres Iniesta,Messi,False
1233,17_18,LaLiga,25,2018-02-24,Home,FC Barcelona,Girona FC,6:1,SS,30,02:01,Left-footed shot,Luis Suarez,Messi,False
1234,17_18,LaLiga,25,2018-02-24,Home,FC Barcelona,Girona FC,6:1,SS,36,03:01,Direct free kick,,Messi,False
1235,17_18,LaLiga,26,2018-03-01,Away,FC Barcelona,UD Las Palmas,1:1,SS,21,00:01,Direct free kick,,Messi,False
1236,17_18,LaLiga,27,2018-03-04,Home,FC Barcelona,Atletico de Madrid,1:0,SS,26,01:00,Direct free kick,,Messi,False
1237,17_18,UEFA Champions League,last 16,2018-03-14,Home,FC Barcelona,Chelsea FC,3:0,SS,3,01:00,Right-footed shot,Luis Suarez,Messi,False
1238,17_18,UEFA Champions League,last 16,2018-03-14,Home,FC Barcelona,Chelsea FC,3:0,SS,63,03:00,Left-footed shot,Luis Suarez,Messi,False
1239,17_18,LaLiga,29,2018-03-18,Home,FC Barcelona,Athletic Bilbao,2:0,SS,30,02:00,Left-footed shot,Ousmane Dembele,Messi,False
1240,17_18,LaLiga,30,2018-03-31,Away,FC Barcelona,Sevilla FC,2:2,RW,89,02:02,Left-footed shot,Philippe Coutinho,Messi,False
1241,17_18,LaLiga,31,2018-04-07,Home,FC Barcelona,CD Leganes,3:1,SS,27,01:00,Direct free kick,,Messi,False
1242,17_18,LaLiga,31,2018-04-07,Home,FC Barcelona,CD Leganes,3:1,SS,32,02:00,Left-footed shot,Philippe Coutinho,Messi,False
1243,17_18,LaLiga,31,2018-04-07,Home,FC Barcelona,CD Leganes,3:1,SS,87,03:01,Left-footed shot,Ousmane Dembele,Messi,False
1244,17_18,Copa del Rey,Final,2018-04-21,Away,FC Barcelona,Sevilla FC,0:5,SS,31,00:02,Left-footed shot,Jordi Alba,Messi,False
1245,17_18,LaLiga,35,2018-04-29,Away,FC Barcelona,Deportivo de La Coruaa,2:4,CF,38,00:02,Left-footed shot,Luis Suarez,Messi,False
1246,17_18,LaLiga,35,2018-04-29,Away,FC Barcelona,Deportivo de La Coruaa,2:4,CF,82,02:03,Right-footed shot,Luis Suarez,Messi,False
1247,17_18,LaLiga,35,2018-04-29,Away,FC Barcelona,Deportivo de La Coruaa,2:4,CF,85,02:04,Left-footed shot,Luis Suarez,Messi,False
1248,17_18,LaLiga,36,2018-05-06,Home,FC Barcelona,Real Madrid,2:2,SS,52,02:01,Left-footed shot,Luis Suarez,Messi,False
1249,17_18,LaLiga,34,2018-05-09,Home,FC Barcelona,Villarreal CF,5:1,CF,45,03:00,Left-footed shot,Andres Iniesta,Messi,False
1250,18_19,LaLiga,1,2018-08-18,Home,FC Barcelona,Deportivo Alaves,3:0,RW,64,01:00,Direct free kick,,Messi,False
1251,18_19,LaLiga,1,2018-08-18,Home,FC Barcelona,Deportivo Alaves,3:0,RW,90+2,03:00,Left-footed shot,Luis Suarez,Messi,False
1252,18_19,LaLiga,3,2018-09-02,Home,FC Barcelona,SD Huesca,8:2,RW,16,01:01,Right-footed shot,Ivan Rakitic,Messi,False
1253,18_19,LaLiga,3,2018-09-02,Home,FC Barcelona,SD Huesca,8:2,RW,61,06:02,Left-footed shot,Philippe Coutinho,Messi,False
1254,18_19,UEFA Champions League,Group Stage,2018-09-18,Home,FC Barcelona,PSV Eindhoven,4:0,RW,31,01:00,Direct free kick,,Messi,False
1255,18_19,UEFA Champions League,Group Stage,2018-09-18,Home,FC Barcelona,PSV Eindhoven,4:0,RW,77,03:00,Left-footed shot,Ivan Rakitic,Messi,False
1256,18_19,UEFA Champions League,Group Stage,2018-09-18,Home,FC Barcelona,PSV Eindhoven,4:0,RW,87,04:00,Right-footed shot,Luis Suarez,Messi,False
1257,18_19,LaLiga,5,2018-09-23,Home,FC Barcelona,Girona FC,2:2,RW,19,01:00,Left-footed shot,Arturo Vidal,Messi,False
1258,18_19,UEFA Champions League,Group Stage,2018-10-03,Away,FC Barcelona,Tottenham Hotspur,2:4,RW,56,01:03,Left-footed shot,Jordi Alba,Messi,False
1259,18_19,UEFA Champions League,Group Stage,2018-10-03,Away,FC Barcelona,Tottenham Hotspur,2:4,RW,90,02:04,Left-footed shot,Jordi Alba,Messi,False
1260,18_19,LaLiga,8,2018-10-07,Away,FC Barcelona,Valencia CF,1:1,RW,23,01:01,Left-footed shot,Luis Suarez,Messi,False
1261,18_19,LaLiga,9,2018-10-20,Home,FC Barcelona,Sevilla FC,4:2,RW,12,02:00,Left-footed shot,Luis Suarez,Messi,False
1262,18_19,LaLiga,12,2018-11-11,Home,FC Barcelona,Real Betis Balompie,3:4,SS,68,01:02,Penalty,,Messi,True
1263,18_19,LaLiga,12,2018-11-11,Home,FC Barcelona,Real Betis Balompie,3:4,SS,90+4,03:04,Left-footed shot,Arturo Vidal,Messi,False
1264,18_19,UEFA Champions League,Group Stage,2018-11-28,Away,FC Barcelona,PSV Eindhoven,1:2,CF,61,00:01,Left-footed shot,Ousmane Dembele,Messi,False
1265,18_19,LaLiga,15,2018-12-08,Away,FC Barcelona,RCD Espanyol Barcelona,0:4,RW,17,00:01,Direct free kick,,Messi,False
1266,18_19,LaLiga,15,2018-12-08,Away,FC Barcelona,RCD Espanyol Barcelona,0:4,RW,65,00:04,Direct free kick,,Messi,False
1267,18_19,LaLiga,16,2018-12-16,Away,FC Barcelona,Levante UD,0:5,SS,43,00:02,Right-footed shot,Sergio Busquets,Messi,False
1268,18_19,LaLiga,16,2018-12-16,Away,FC Barcelona,Levante UD,0:5,SS,47,00:03,Left-footed shot,,Messi,False
1269,18_19,LaLiga,16,2018-12-16,Away,FC Barcelona,Levante UD,0:5,SS,60,00:04,Left-footed shot,Arturo Vidal,Messi,False
1270,18_19,LaLiga,17,2018-12-22,Home,FC Barcelona,Celta de Vigo,2:0,RW,45,02:00,Left-footed shot,Jordi Alba,Messi,False
1271,18_19,LaLiga,18,2019-01-06,Away,FC Barcelona,Getafe CF,1:2,RW,20,00:01,Left-footed shot,,Messi,False
1272,18_19,LaLiga,19,2019-01-13,Home,FC Barcelona,SD Eibar,3:0,RW,53,02:00,Left-footed shot,Luis Suarez,Messi,False
1273,18_19,Copa del Rey,last 16,2019-01-17,Home,FC Barcelona,Levante UD,3:0,CF,54,03:00,Left-footed shot,Nelson Semedo,Messi,False
1274,18_19,LaLiga,20,2019-01-20,Home,FC Barcelona,CD Leganes,3:1,SS,90+2,03:01,Right-footed shot,Jordi Alba,Messi,False
1275,18_19,LaLiga,21,2019-01-27,Away,FC Barcelona,Girona FC,0:2,RW,69,00:02,Left-footed shot,Jordi Alba,Messi,False
1276,18_19,Copa del Rey,Quarter-Finals,2019-01-30,Home,FC Barcelona,Sevilla FC,6:1,RW,90+2,06:01,Left-footed shot,Jordi Alba,Messi,False
1277,18_19,LaLiga,22,2019-02-02,Home,FC Barcelona,Valencia CF,2:2,RW,39,01:02,Penalty,,Messi,True
1278,18_19,LaLiga,22,2019-02-02,Home,FC Barcelona,Valencia CF,2:2,RW,64,02:02,Left-footed shot,Arturo Vidal,Messi,False
1279,18_19,LaLiga,24,2019-02-16,Home,FC Barcelona,Real Valladolid CF,1:0,RW,43,01:00,Penalty,,Messi,True
1280,18_19,LaLiga,25,2019-02-23,Away,FC Barcelona,Sevilla FC,2:4,RW,26,01:01,Left-footed shot,Ivan Rakitic,Messi,False
1281,18_19,LaLiga,25,2019-02-23,Away,FC Barcelona,Sevilla FC,2:4,RW,67,02:02,Right-footed shot,Ousmane Dembele,Messi,False
1282,18_19,LaLiga,25,2019-02-23,Away,FC Barcelona,Sevilla FC,2:4,RW,85,02:03,Left-footed shot,,Messi,False
1283,18_19,LaLiga,27,2019-03-09,Home,FC Barcelona,Rayo Vallecano,3:1,RW,51,02:01,Penalty,,Messi,True
1284,18_19,UEFA Champions League,last 16,2019-03-13,Home,FC Barcelona,Olympique Lyon,5:1,RW,18,01:00,Penalty,,Messi,True
1285,18_19,UEFA Champions League,last 16,2019-03-13,Home,FC Barcelona,Olympique Lyon,5:1,RW,78,03:01,Right-footed shot,Sergio Busquets,Messi,False
1286,18_19,LaLiga,28,2019-03-17,Away,FC Barcelona,Real Betis Balompie,1:4,SS,18,00:01,Direct free kick,,Messi,False
1287,18_19,LaLiga,28,2019-03-17,Away,FC Barcelona,Real Betis Balompie,1:4,SS,45+2,00:02,Left-footed shot,Luis Suarez,Messi,False
1288,18_19,LaLiga,28,2019-03-17,Away,FC Barcelona,Real Betis Balompie,1:4,SS,85,01:04,Left-footed shot,Ivan Rakitic,Messi,False
1289,18_19,LaLiga,29,2019-03-30,Home,FC Barcelona,RCD Espanyol Barcelona,2:0,RW,71,01:00,Direct free kick,,Messi,False
1290,18_19,LaLiga,29,2019-03-30,Home,FC Barcelona,RCD Espanyol Barcelona,2:0,RW,89,02:00,Left-footed shot,Malcom,Messi,False
1291,18_19,LaLiga,30,2019-04-02,Away,FC Barcelona,Villarreal CF,4:4,RW,90,04:03,Direct free kick,,Messi,False
1292,18_19,LaLiga,31,2019-04-06,Home,FC Barcelona,Atletico de Madrid,2:0,SS,87,02:00,Left-footed shot,,Messi,False
1293,18_19,UEFA Champions League,Quarter-Finals,2019-04-16,Home,FC Barcelona,Manchester United,3:0,RW,16,01:00,Left-footed shot,,Messi,False
1294,18_19,UEFA Champions League,Quarter-Finals,2019-04-16,Home,FC Barcelona,Manchester United,3:0,RW,20,02:00,Right-footed shot,,Messi,False
1295,18_19,LaLiga,35,2019-04-27,Home,FC Barcelona,Levante UD,1:0,RW,62,01:00,Left-footed shot,Arturo Vidal,Messi,False
1296,18_19,UEFA Champions League,Semi-Finals,2019-05-01,Home,FC Barcelona,Liverpool FC,3:0,RW,75,02:00,Left-footed shot,Luis Suarez,Messi,False
1297,18_19,UEFA Champions League,Semi-Finals,2019-05-01,Home,FC Barcelona,Liverpool FC,3:0,RW,82,03:00,Direct free kick,,Messi,False
1298,18_19,LaLiga,38,2019-05-19,Away,FC Barcelona,SD Eibar,2:2,CF,31,01:01,Left-footed shot,Arturo Vidal,Messi,False
1299,18_19,LaLiga,38,2019-05-19,Away,FC Barcelona,SD Eibar,2:2,CF,32,01:02,Left-footed shot,Ivan Rakitic,Messi,False
1300,18_19,Copa del Rey,Final,2019-05-25,Home,FC Barcelona,Valencia CF,1:2,CF,73,01:02,Left-footed shot,Clement Lenglet,Messi,False
1301,19_20,LaLiga,8,2019-10-06,Home,FC Barcelona,Sevilla FC,4:0,RW,78,04:00,Direct free kick,,Messi,False
1302,19_20,LaLiga,9,2019-10-19,Away,FC Barcelona,SD Eibar,0:3,RW,58,00:02,Left-footed shot,Antoine Griezmann,Messi,False
