,Season,Competition,Matchday,Date,Venue,Club,Opponent,Result,Playing Position,Minutes,Score At,Type,Goal assist,Player,Penalty
550,17_18,LaLiga,23,2018-02-10,Home,RM,Real Sociedad,5:2,CF,37,04:00,Header,Luka Modric,CR7,False
551,17_18,LaLiga,23,2018-02-10,Home,RM,Real Sociedad,5:2,CF,80,05:01,Tap-in,,CR7,False
552,17_18,UEFA Champions League,last 16,2018-02-14,Home,RM,Paris Saint-Germain,3:1,LW,45,01:01,Penalty,,CR7,True
553,17_18,UEFA Champions League,last 16,2018-02-14,Home,RM,Paris Saint-Germain,3:1,LW,83,02:01,Tap-in,,CR7,False
554,17_18,LaLiga,24,2018-02-18,Away,RM,Real Betis Balompie,3:5,CF,65,02:04,Right-footed shot,Casemiro,CR7,False
555,17_18,LaLiga,25,2018-02-24,Home,RM,Deportivo Alaves,4:0,CF,44,01:00,Left-footed shot,Karim Benzema,CR7,False
556,17_18,LaLiga,25,2018-02-24,Home,RM,Deportivo Alaves,4:0,CF,61,03:00,Right-footed shot,Lucas Vazquez,CR7,False
557,17_18,LaLiga,27,2018-03-03,Home,RM,Getafe CF,3:1,CF,45+1,02:00,Left-footed shot,Karim Benzema,CR7,False
558,17_18,LaLiga,27,2018-03-03,Home,RM,Getafe CF,3:1,CF,78,03:01,Header,Marcelo,CR7,False
559,17_18,UEFA Champions League,last 16,2018-03-06,Away,RM,Paris Saint-Germain,1:2,CF,51,00:01,Header,Lucas Vazquez,CR7,False
560,17_18,LaLiga,28,2018-03-10,Away,RM,SD Eibar,1:2,CF,33,00:01,Right-footed shot,Luka Modric,CR7,False
561,17_18,LaLiga,28,2018-03-10,Away,RM,SD Eibar,1:2,CF,84,01:02,Header,Daniel Carvajal,CR7,False
562,17_18,LaLiga,29,2018-03-18,Home,RM,Girona FC,6:3,CF,11,01:00,Left-footed shot,Toni Kroos,CR7,False
563,17_18,LaLiga,29,2018-03-18,Home,RM,Girona FC,6:3,CF,47,02:01,Left-footed shot,Karim Benzema,CR7,False
564,17_18,LaLiga,29,2018-03-18,Home,RM,Girona FC,6:3,CF,64,04:01,Tap-in,,CR7,False
565,17_18,LaLiga,29,2018-03-18,Home,RM,Girona FC,6:3,CF,90+1,06:03,Right-footed shot,Toni Kroos,CR7,False
566,17_18,UEFA Champions League,Quarter-Finals,2018-04-03,Away,RM,Juventus FC,0:3,CF,3,00:01,Right-footed shot,Isco,CR7,False
567,17_18,UEFA Champions League,Quarter-Finals,2018-04-03,Away,RM,Juventus FC,0:3,CF,64,00:02,Right-footed shot,Daniel Carvajal,CR7,False
568,17_18,LaLiga,31,2018-04-08,Home,RM,Atletico de Madrid,1:1,CF,53,01:00,Right-footed shot,Gareth Bale,CR7,False
569,17_18,UEFA Champions League,Quarter-Finals,2018-04-11,Home,RM,Juventus FC,1:3,CF,90+7,01:03,Penalty,,CR7,True
570,17_18,LaLiga,33,2018-04-18,Home,RM,Athletic Bilbao,1:1,CF,87,01:01,Right-footed shot,Luka Modric,CR7,False
571,17_18,LaLiga,36,2018-05-06,Away,RM,FC Barcelona,2:2,LW,14,01:01,Right-footed shot,Karim Benzema,CR7,False
572,17_18,LaLiga,38,2018-05-19,Away,RM,Villarreal CF,2:2,CF,32,00:02,Header,Marcelo,CR7,False
573,18_19,Serie A,4,2018-09-16,Home,Juv,US Sassuolo,2:1,CF,50,01:00,Tap-in,,CR7,False
574,18_19,Serie A,4,2018-09-16,Home,Juv,US Sassuolo,2:1,CF,65,02:00,Left-footed shot,Emre Can,CR7,False
575,18_19,Serie A,5,2018-09-23,Away,Juv,Frosinone Calcio,0:2,LW,81,00:01,Left-footed shot,,CR7,False
576,18_19,Serie A,8,2018-10-06,Away,Juv,Udinese Calcio,0:2,LW,37,00:02,Left-footed shot,Mario Mandzukic,CR7,False
577,18_19,Serie A,9,2018-10-20,Home,Juv,Genoa CFC,1:1,LW,18,01:00,Tap-in,,CR7,False
578,18_19,Serie A,10,2018-10-27,Away,Juv,Empoli FC ,1:2,CF,54,01:01,Penalty,,CR7,True
579,18_19,Serie A,10,2018-10-27,Away,Juv,Empoli FC ,1:2,CF,70,01:02,Right-footed shot,Blaise Matuidi,CR7,False
580,18_19,UEFA Champions League,Group Stage,2018-11-07,Home,Juv,Manchester United,1:2,CF,65,01:00,Right-footed shot,Leonardo Bonucci,CR7,False
581,18_19,Serie A,12,2018-11-11,Away,Juv,AC Milan,0:2,LW,81,00:02,Tap-in,,CR7,False
582,18_19,Serie A,13,2018-11-24,Home,Juv,SPAL,2:0,CF,29,01:00,Left-footed shot,Miralem Pjanic,CR7,False
583,18_19,Serie A,14,2018-12-01,Away,Juv,ACF Fiorentina,0:3,LW,79,00:03,Penalty,,CR7,True
584,18_19,Serie A,16,2018-12-15,Away,Juv,Torino FC,0:1,LW,70,00:01,Penalty,,CR7,True
585,18_19,Serie A,18,2018-12-26,Away,Juv,Atalanta BC,2:2,CF,78,02:02,Header,Giorgio Chiellini,CR7,False
586,18_19,Serie A,19,2018-12-29,Home,Juv,UC Sampdoria,2:1,LW,2,01:00,Right-footed shot,Paulo Dybala,CR7,False
587,18_19,Serie A,19,2018-12-29,Home,Juv,UC Sampdoria,2:1,LW,65,02:01,Penalty,,CR7,True
588,18_19,Supercoppa Italiana,Final,2019-01-16,Home,Juv,AC Milan,1:0,LW,61,01:00,Header,Miralem Pjanic,CR7,False
589,18_19,Serie A,21,2019-01-27,Away,Juv,SS Lazio,1:2,LW,88,01:02,Penalty,,CR7,True
590,18_19,Serie A,22,2019-02-02,Home,Juv,Parma Calcio 1913,3:3,LW,36,01:00,Right-footed shot,Blaise Matuidi,CR7,False
591,18_19,Serie A,22,2019-02-02,Home,Juv,Parma Calcio 1913,3:3,LW,66,03:01,Header,Mario Mandzukic,CR7,False
592,18_19,Serie A,23,2019-02-10,Away,Juv,US Sassuolo,0:3,LW,70,00:02,Header,Miralem Pjanic,CR7,False
593,18_19,Serie A,24,2019-02-15,Home,Juv,Frosinone Calcio,3:0,LW,63,03:00,Right-footed shot,Mario Mandzukic,CR7,False
594,18_19,UEFA Champions League,last 16,2019-03-12,Home,Juv,Atletico de Madrid,3:0,CF,27,01:00,Header,Federico Bernardeschi,CR7,False
595,18_19,UEFA Champions League,last 16,2019-03-12,Home,Juv,Atletico de Madrid,3:0,CF,49,02:00,Header,José Callejón,CR7,False
596,18_19,UEFA Champions League,last 16,2019-03-12,Home,Juv,Atletico de Madrid,3:0,CF,86,03:00,Penalty,,CR7,True
597,18_19,UEFA Champions League,Quarter-Finals,2019-04-10,Away,Juv,Ajax Amsterdam,1:1,LW,45,00:01,Header,José Callejón,CR7,False
598,18_19,UEFA Champions League,Quarter-Finals,2019-04-16,Home,Juv,Ajax Amsterdam,1:2,LW,28,01:00,Header,Miralem Pjanic,CR7,False
599,18_19,Serie A,34,2019-04-27,Away,Juv,Inter Milan,1:1,CF,62,01:01,Left-footed shot,Miralem Pjanic,CR7,False
600,18_19,Serie A,35,2019-05-03,Home,Juv,Torino FC,1:1,CF,84,01:01,Header,Leonardo Spinazzola,CR7,False
601,19_20,Serie A,2,2019-08-31,Home,Juv,SSC Napoli,4:3,LW,62,03:00,Left-footed shot,Douglas Costa,CR7,False
602,19_20,Serie A,4,2019-09-21,Home,Juv,Hellas Verona,2:1,LW,49,02:01,Penalty,,CR7,True
603,19_20,Serie A,6,2019-09-28,Home,Juv,SPAL,2:0,CF,78,02:00,Header,Paulo Dybala,CR7,False
604,19_20,UEFA Champions League,Group Stage,2019-10-01,Home,Juv,Bayer 04 Leverkusen,3:0,CF,89,03:00,Right-footed shot,Paulo Dybala,CR7,False
605,19_20,Serie A,8,2019-10-19,Home,Juv,Bologna FC 1909,2:1,CF,19,01:00,Right-footed shot,,CR7,False
606,19_20,Serie A,10,2019-10-30,Home,Juv,Genoa CFC,2:1,CF,90+6,02:01,Penalty,,CR7,True
607,19_20,Serie A,14,2019-12-01,Home,Juv,US Sassuolo,2:2,CF,68,02:02,Penalty,,CR7,True
608,19_20,Serie A,15,2019-12-07,Away,Juv,SS Lazio,3:1,CF,25,00:01,Tap-in,Rodrigo Bentancur,CR7,False
609,19_20,UEFA Champions League,Group Stage,2019-12-11,Away,Juv,Bayer 04 Leverkusen,0:2,CF,75,00:01,Right-footed shot,Paulo Dybala,CR7,False
610,19_20,Serie A,16,2019-12-15,Home,Juv,Udinese Calcio,3:1,CF,9,01:00,Right-footed shot,,CR7,False
611,19_20,Serie A,16,2019-12-15,Home,Juv,Udinese Calcio,3:1,CF,37,02:00,Left-footed shot,Gonzalo Higuain,CR7,False
612,19_20,Serie A,17,2019-12-18,Away,Juv,UC Sampdoria,1:2,LW,45,01:02,Header,Alex Sandro,CR7,False
613,19_20,Serie A,18,2020-01-06,Home,Juv,Cagliari Calcio,4:0,CF,49,01:00,Right-footed shot,,CR7,False
614,19_20,Serie A,18,2020-01-06,Home,Juv,Cagliari Calcio,4:0,CF,67,02:00,Penalty,,CR7,True
615,19_20,Serie A,18,2020-01-06,Home,Juv,Cagliari Calcio,4:0,CF,82,04:00,Left-footed shot,Douglas Costa,CR7,False
616,19_20,Serie A,19,2020-01-12,Away,Juv,AS Roma,1:2,CF,10,00:02,Penalty,,CR7,True
617,19_20,Serie A,20,2020-01-19,Home,Juv,Parma Calcio 1913,2:1,CF,43,01:00,Deflected shot on goal,Blaise Matuidi,CR7,False
618,19_20,Serie A,20,2020-01-19,Home,Juv,Parma Calcio 1913,2:1,CF,58,02:01,Right-footed shot,Paulo Dybala,CR7,False
619,19_20,Italy Cup,Quarter-Finals,2020-01-22,Home,Juv,AS Roma,3:1,LW,26,01:00,Left-footed shot,Gonzalo Higuain,CR7,False
620,19_20,Serie A,21,2020-01-26,Away,Juv,SSC Napoli,2:1,LW,90,02:01,Right-footed shot,Rodrigo Bentancur,CR7,False
621,19_20,Serie A,22,2020-02-02,Home,Juv,ACF Fiorentina,3:0,LW,40,01:00,Penalty,,CR7,True
622,19_20,Serie A,22,2020-02-02,Home,Juv,ACF Fiorentina,3:0,LW,80,02:00,Penalty,,CR7,True
623,19_20,Serie A,23,2020-02-08,Away,Juv,Hellas Verona,2:1,LW,65,00:01,Right-footed shot,Rodrigo Bentancur,CR7,False
624,19_20,Italy Cup,Semi-Finals,2020-02-13,Away,Juv,AC Milan,1:1,LW,90+1,01:01,Penalty,,CR7,True
625,19_20,Serie A,25,2020-02-22,Away,Juv,SPAL,1:2,LW,39,00:01,Tap-in,Juan Cuadrado,CR7,False
626,19_20,Serie A,27,2020-06-22,Away,Juv,Bologna FC 1909,0:2,LW,23,00:01,Penalty,,CR7,True
627,19_20,Serie A,28,2020-06-26,Home,Juv,US Lecce,4:0,LW,62,02:00,Penalty,,CR7,True
628,19_20,Serie A,29,2020-06-30,Away,Juv,Genoa CFC,1:3,LW,56,00:02,Long distance kick,Miralem Pjanic,CR7,False
629,19_20,Serie A,30,2020-07-04,Home,Juv,Torino FC,4:1,LW,61,03:01,Direct free kick,,CR7,False
630,19_20,Serie A,31,2020-07-07,Away,Juv,AC Milan,4:2,LW,53,00:02,Left-footed shot,Juan Cuadrado,CR7,False
631,19_20,Serie A,32,2020-07-11,Home,Juv,Atalanta BC,2:2,LW,55,01:01,Penalty,,CR7,True
632,19_20,Serie A,32,2020-07-11,Home,Juv,Atalanta BC,2:2,LW,90,02:02,Penalty,,CR7,True
633,19_20,Serie A,34,2020-07-20,Home,Juv,SS Lazio,2:1,LW,51,01:00,Penalty,,CR7,True
634,19_20,Serie A,34,2020-07-20,Home,Juv,SS Lazio,2:1,LW,54,02:00,Counter attack goal,Paulo Dybala,CR7,False
635,19_20,Serie A,36,2020-07-26,Home,Juv,UC Sampdoria,2:0,LW,45+7,01:00,Right-footed shot,Miralem Pjanic,CR7,False
636,19_20,UEFA Champions League,last 16,2020-08-07,Home,Juv,Olympique Lyon,2:1,LW,43,01:01,Penalty,,CR7,True
637,19_20,UEFA Champions League,last 16,2020-08-07,Home,Juv,Olympique Lyon,2:1,LW,60,02:01,Left-footed shot,Federico Bernardeschi,CR7,False
638,20_21,Serie A,1,2020-09-20,Home,Juv,UC Sampdoria,3:0,CF,88,03:00,Right-footed shot,Aaron Ramsey,CR7,False
639,20_21,Serie A,2,2020-09-27,Away,Juv,AS Roma,2:2,CF,44,01:01,Penalty,,CR7,True
640,20_21,Serie A,2,2020-09-27,Away,Juv,AS Roma,2:2,CF,69,02:02,Header,Danilo,CR7,False
641,20_21,Serie A,6,2020-11-01,Away,Juv,Spezia Calcio,1:4,CF,59,01:02,Right-footed shot,alvaro Morata,CR7,False
642,20_21,Serie A,6,2020-11-01,Away,Juv,Spezia Calcio,1:4,CF,76,01:04,Penalty,,CR7,True
643,20_21,Serie A,7,2020-11-08,Away,Juv,SS Lazio,1:1,LW,15,00:01,Right-footed shot,Juan Cuadrado,CR7,False
644,20_21,Serie A,8,2020-11-21,Home,Juv,Cagliari Calcio,2:0,CF,38,01:00,Right-footed shot,alvaro Morata,CR7,False
645,20_21,Serie A,8,2020-11-21,Home,Juv,Cagliari Calcio,2:0,CF,42,02:00,Right-footed shot,Merih Demiral,CR7,False
646,20_21,UEFA Champions League,Group Stage,2020-11-24,Home,Juv,Ferencvarosi TC,2:1,CF,35,01:01,Left-footed shot,Juan Cuadrado,CR7,False
647,20_21,UEFA Champions League,Group Stage,2020-12-02,Home,Juv,Dynamo Kyiv,3:0,CF,57,02:00,Right-footed shot,alvaro Morata,CR7,False
648,20_21,UEFA Champions League,Group Stage,2020-12-08,Away,Juv,FC Barcelona,0:3,CF,13,00:01,Penalty,,CR7,True
649,20_21,UEFA Champions League,Group Stage,2020-12-08,Away,Juv,FC Barcelona,0:3,CF,52,00:03,Penalty,,CR7,True
650,20_21,Serie A,11,2020-12-13,Away,Juv,Genoa CFC,1:3,CF,78,01:02,Penalty,,CR7,True
651,20_21,Serie A,11,2020-12-13,Away,Juv,Genoa CFC,1:3,CF,89,01:03,Penalty,,CR7,True
652,20_21,Serie A,13,2020-12-19,Away,Juv,Parma Calcio 1913,0:4,CF,26,00:02,Header,alvaro Morata,CR7,False
653,20_21,Serie A,13,2020-12-19,Away,Juv,Parma Calcio 1913,0:4,CF,48,00:03,Left-footed shot,Aaron Ramsey,CR7,False
654,20_21,Serie A,15,2021-01-03,Home,Juv,Udinese Calcio,4:1,CF,31,01:00,Right-footed shot,Aaron Ramsey,CR7,False
655,20_21,Serie A,15,2021-01-03,Home,Juv,Udinese Calcio,4:1,CF,70,03:00,Left-footed shot,Rodrigo Bentancur,CR7,False
656,20_21,Serie A,17,2021-01-10,Home,Juv,US Sassuolo,3:1,CF,90+2,03:01,Right-footed shot,Danilo,CR7,False
657,20_21,Supercoppa Italiana,Final,2021-01-20,Home,Juv,SSC Napoli,2:0,CF,64,01:00,Tap-in,,CR7,False
658,20_21,Italy Cup,Semi-Finals,2021-02-02,Away,Juv,Inter Milan,1:2,CF,26,01:01,Penalty,,CR7,True
659,20_21,Italy Cup,Semi-Finals,2021-02-02,Away,Juv,Inter Milan,1:2,CF,35,01:02,Left-footed shot,,CR7,False
660,20_21,Serie A,21,2021-02-06,Home,Juv,AS Roma,2:0,CF,13,01:00,Left-footed shot,alvaro Morata,CR7,False
661,20_21,Serie A,23,2021-02-22,Home,Juv,FC Crotone,3:0,CF,38,01:00,Header,Alex Sandro,CR7,False
662,20_21,Serie A,23,2021-02-22,Home,Juv,FC Crotone,3:0,CF,45+1,02:00,Header,Aaron Ramsey,CR7,False
663,20_21,Serie A,24,2021-02-27,Away,Juv,Hellas Verona,1:1,CF,49,00:01,Right-footed shot,Federico Chiesa,CR7,False
664,20_21,Serie A,25,2021-03-02,Home,Juv,Spezia Calcio,3:0,CF,89,03:00,Counter attack goal,Rodrigo Bentancur,CR7,False
665,20_21,Serie A,27,2021-03-14,Away,Juv,Cagliari Calcio,1:3,CF,10,00:01,Header,Juan Cuadrado,CR7,False
666,20_21,Serie A,27,2021-03-14,Away,Juv,Cagliari Calcio,1:3,CF,25,00:02,Penalty,,CR7,True
667,20_21,Serie A,27,2021-03-14,Away,Juv,Cagliari Calcio,1:3,CF,32,00:03,Left-footed shot,Federico Chiesa,CR7,False
668,20_21,Serie A,29,2021-04-03,Away,Juv,Torino FC,2:2,CF,79,02:02,Header,Giorgio Chiellini,CR7,False
669,20_21,Serie A,3,2021-04-07,Home,Juv,SSC Napoli,2:1,CF,13,01:00,Right-footed shot,Federico Chiesa,CR7,False
670,20_21,Serie A,34,2021-05-02,Away,Juv,Udinese Calcio,1:2,CF,83,01:01,Penalty,,CR7,True
671,20_21,Serie A,34,2021-05-02,Away,Juv,Udinese Calcio,1:2,CF,89,01:02,Header,Adrien Rabiot,CR7,False
672,20_21,Serie A,36,2021-05-12,Away,Juv,US Sassuolo,1:3,CF,45,00:02,Left-footed shot,,CR7,False
673,20_21,Serie A,37,2021-05-15,Home,Juv,Inter Milan,3:2,CF,24,01:00,Penalty rebound,,CR7,False
674,21_22,Premier League,4,2021-09-11,Home,Man.United,Newcastle United,4:1,CF,45+2,01:00,Tap-in,,CR7,False
675,21_22,Premier League,4,2021-09-11,Home,Man.United,Newcastle United,4:1,CF,62,02:01,Left-footed shot,Luke Shaw,CR7,False
676,21_22,UEFA Champions League,Group Stage,2021-09-14,Away,Man.United,BSC Young Boys,2:1,CF,13,00:01,Right-footed shot,Bruno Fernandes,CR7,False
677,21_22,Premier League,5,2021-09-19,Away,Man.United,West Ham United,1:2,CF,35,01:01,Right-footed shot,,CR7,False
678,21_22,UEFA Champions League,Group Stage,2021-09-29,Home,Man.United,Villarreal CF,2:1,CF,90+5,02:01,Right-footed shot,Jesse Lingard,CR7,False
679,21_22,UEFA Champions League,Group Stage,2021-10-20,Home,Man.United,Atalanta BC,3:2,CF,81,03:02,Header,Luke Shaw,CR7,False
680,21_22,Premier League,10,2021-10-30,Away,Man.United,Tottenham Hotspur,0:3,CF,39,00:01,Right-footed shot,Bruno Fernandes,CR7,False
681,21_22,UEFA Champions League,Group Stage,2021-11-02,Away,Man.United,Atalanta BC,2:2,CF,45+1,01:01,Right-footed shot,Bruno Fernandes,CR7,False
682,21_22,UEFA Champions League,Group Stage,2021-11-02,Away,Man.United,Atalanta BC,2:2,CF,90+1,02:02,Right-footed shot,Mason Greenwood,CR7,False
683,21_22,UEFA Champions League,Group Stage,2021-11-23,Away,Man.United,Villarreal CF,0:2,CF,78,00:01,Right-footed shot,,CR7,False
684,21_22,Premier League,14,2021-12-02,Home,Man.United,Arsenal FC,3:2,CF,52,02:01,Right-footed shot,Marcus Rashford,CR7,False
685,21_22,Premier League,14,2021-12-02,Home,Man.United,Arsenal FC,3:2,CF,70,03:02,Penalty,,CR7,True
686,21_22,Premier League,16,2021-12-11,Away,Man.United,Norwich City,0:1,CF,75,00:01,Penalty,,CR7,True
687,21_22,Premier League,20,2021-12-30,Home,Man.United,Burnley FC,3:1,CF,35,03:00,Right-footed shot,,CR7,False
688,21_22,Premier League,18,2022-02-15,Home,Man.United,Brighton & Hove Albion,2:0,CF,51,01:00,Right-footed shot,Scott McTominay,CR7,False
689,21_22,Premier League,29,2022-03-12,Home,Man.United,Tottenham Hotspur,3:2,CF,12,01:00,Right-footed shot,Fred,CR7,False
690,21_22,Premier League,29,2022-03-12,Home,Man.United,Tottenham Hotspur,3:2,CF,38,02:01,Right-footed shot,Jadon Sancho,CR7,False
691,21_22,Premier League,29,2022-03-12,Home,Man.United,Tottenham Hotspur,3:2,CF,81,03:02,Header,Alex Telles,CR7,False
692,21_22,Premier League,33,2022-04-16,Home,Man.United,Norwich City,3:2,CF,7,01:00,Right-footed shot,Anthony Elanga,CR7,False
693,21_22,Premier League,33,2022-04-16,Home,Man.United,Norwich City,3:2,CF,32,02:00,Header,Alex Telles,CR7,False
694,21_22,Premier League,33,2022-04-16,Home,Man.United,Norwich City,3:2,CF,76,03:02,Direct free kick,,CR7,False
695,21_22,Premier League,34,2022-04-23,Away,Man.United,Arsenal FC,3:1,CF,34,02:01,Left-footed shot,Nemanja Matić,CR7,False
696,21_22,Premier League,37,2022-04-28,Home,Man.United,Chelsea FC,1:1,CF,62,01:01,Right-footed shot,Nemanja Matić,CR7,False
697,21_22,Premier League,35,2022-05-02,Home,Man.United,Brentford FC,3:0,CF,61,02:00,Penalty,,CR7,True
698,04_05,LaLiga,34,2005-05-01,Home,FC Barcelona,Albacete Balompie,2:0,CF,90+1,02:00,Left-footed shot,Ronaldinho Gaacho,Messi,False
699,05_06,UEFA Champions League,Group Stage,2005-11-02,Home,FC Barcelona,Panathinaikos Athens,5:0,RW,34,03:00,Left-footed shot,,Messi,False
700,05_06,LaLiga,13,2005-11-27,Home,FC Barcelona,Racing Santander,4:1,RW,51,02:00,Left-footed shot,Samuel Etoo,Messi,False
701,05_06,LaLiga,19,2006-01-15,Home,FC Barcelona,Athletic Bilbao,2:1,RW,50,02:01,Left-footed shot,Mark van Bommel,Messi,False
702,05_06,LaLiga,20,2006-01-22,Home,FC Barcelona,Deportivo Alaves,2:0,CF,82,02:00,Left-footed shot,Ronaldinho Gaacho,Messi,False
703,05_06,LaLiga,21,2006-01-29,Away,FC Barcelona,RCD Mallorca,0:3,CF,75,00:02,Right-footed shot,Sylvinho,Messi,False
704,05_06,LaLiga,21,2006-01-29,Away,FC Barcelona,RCD Mallorca,0:3,CF,83,00:03,Left-footed shot,Ronaldinho Gaacho,Messi,False
705,05_06,Copa del Rey,Quarter-Finals,2006-02-01,Home,FC Barcelona,Real Zaragoza,2:1,CF,42,01:00,Header,Ludovic Giuly,Messi,False
706,05_06,LaLiga,24,2006-02-18,Home,FC Barcelona,Real Betis Balompie,5:1,RW,84,05:01,Left-footed shot,,Messi,False
707,06_07,LaLiga,1,2006-08-28,Away,FC Barcelona,Celta de Vigo,2:3,LW,59,01:02,Left-footed shot,Andres Iniesta,Messi,False
708,06_07,LaLiga,2,2006-09-09,Home,FC Barcelona,CA Osasuna,3:0,RW,36,03:00,Left-footed shot,Samuel Etoo,Messi,False
709,06_07,UEFA Champions League,Group Stage,2006-09-27,Away,FC Barcelona,SV Werder Bremen,1:1,RW,89,01:01,Left-footed shot,Deco,Messi,False
710,06_07,LaLiga,6,2006-10-15,Home,FC Barcelona,Sevilla FC,3:1,RW,80,03:01,Right-footed shot,Xavi,Messi,False
711,06_07,LaLiga,26,2007-03-10,Home,FC Barcelona,Real Madrid,3:3,RW,11,01:01,Left-footed shot,Samuel Etoo,Messi,False
712,06_07,LaLiga,26,2007-03-10,Home,FC Barcelona,Real Madrid,3:3,RW,28,02:02,Left-footed shot,,Messi,False
713,06_07,LaLiga,26,2007-03-10,Home,FC Barcelona,Real Madrid,3:3,RW,90+1,03:03,Left-footed shot,Ronaldinho Gaacho,Messi,False
714,06_07,LaLiga,27,2007-03-17,Away,FC Barcelona,Recreativo Huelva,0:4,RW,86,00:04,Left-footed shot,,Messi,False
715,06_07,LaLiga,28,2007-03-31,Home,FC Barcelona,Deportivo de La Coruaa,2:1,RW,45,01:00,Left-footed shot,Ronaldinho Gaacho,Messi,False
716,06_07,Copa del Rey,Semi-Finals,2007-04-18,Home,FC Barcelona,Getafe CF,5:2,RW,29,02:00,Solo run,Xavi,Messi,False
717,06_07,Copa del Rey,Semi-Finals,2007-04-18,Home,FC Barcelona,Getafe CF,5:2,RW,45,03:00,Left-footed shot,Deco,Messi,False
718,06_07,LaLiga,35,2007-05-20,Away,FC Barcelona,Atletico de Madrid,0:6,RW,39,00:01,Left-footed shot,Samuel Etoo,Messi,False
719,06_07,LaLiga,35,2007-05-20,Away,FC Barcelona,Atletico de Madrid,0:6,RW,80,00:05,Left-footed shot,Giovanni van Bronckhorst,Messi,False
720,06_07,LaLiga,37,2007-06-09,Home,FC Barcelona,RCD Espanyol Barcelona,2:2,RW,43,01:01,Hand,Gianluca Zambrotta,Messi,False
721,06_07,LaLiga,37,2007-06-09,Home,FC Barcelona,RCD Espanyol Barcelona,2:2,RW,57,02:01,Right-footed shot,Deco,Messi,False
722,06_07,LaLiga,38,2007-06-17,Away,FC Barcelona,Gimnastic de Tarragona,1:5,RW,34,00:02,Left-footed shot,Deco,Messi,False
723,06_07,LaLiga,38,2007-06-17,Away,FC Barcelona,Gimnastic de Tarragona,1:5,RW,51,00:04,Left-footed shot,Deco,Messi,False
724,07_08,UEFA Champions League,Group Stage,2007-09-19,Home,FC Barcelona,Olympique Lyon,3:0,RW,82,02:00,Left-footed shot,Andres Iniesta,Messi,False
725,07_08,LaLiga,4,2007-09-22,Home,FC Barcelona,Sevilla FC,2:1,RW,72,01:00,Left-footed shot,Thierry Henry,Messi,False
726,07_08,LaLiga,4,2007-09-22,Home,FC Barcelona,Sevilla FC,2:1,RW,79,02:00,Penalty,,Messi,True
727,07_08,LaLiga,5,2007-09-26,Home,FC Barcelona,Real Zaragoza,4:1,RW,5,01:00,Left-footed shot,Thierry Henry,Messi,False
728,07_08,LaLiga,5,2007-09-26,Home,FC Barcelona,Real Zaragoza,4:1,RW,10,02:01,Left-footed shot,Deco,Messi,False
729,07_08,LaLiga,6,2007-09-29,Away,FC Barcelona,Levante UD,1:4,RW,50,00:04,Left-footed shot,Deco,Messi,False
730,07_08,UEFA Champions League,Group Stage,2007-10-02,Away,FC Barcelona,VfB Stuttgart,0:2,RW,66,00:02,Deflected shot on goal,Thierry Henry,Messi,False
731,07_08,LaLiga,7,2007-10-07,Home,FC Barcelona,Atletico de Madrid,3:0,RW,19,02:00,Left-footed shot,Ronaldinho Gaacho,Messi,False
732,07_08,LaLiga,9,2007-10-28,Home,FC Barcelona,UD Almera,2:0,RW,80,02:00,Penalty,,Messi,True
733,07_08,UEFA Champions League,Group Stage,2007-11-07,Home,FC Barcelona,Rangers FC,2:0,RW,41,02:00,Left-footed shot,Ronaldinho Gaacho,Messi,False
734,07_08,LaLiga,13,2007-11-24,Home,FC Barcelona,Recreativo Huelva,3:0,RW,81,03:00,Penalty,,Messi,True
735,07_08,UEFA Champions League,Group Stage,2007-11-27,Away,FC Barcelona,Olympique Lyon,2:2,RW,58,01:02,Penalty,,Messi,True
736,07_08,UEFA Champions League,last 16,2008-02-20,Away,FC Barcelona,Celtic FC,2:3,RW,18,01:01,Left-footed shot,Deco,Messi,False
737,07_08,UEFA Champions League,last 16,2008-02-20,Away,FC Barcelona,Celtic FC,2:3,RW,79,02:03,Left-footed shot,,Messi,False
738,07_08,LaLiga,25,2008-02-24,Home,FC Barcelona,Levante UD,5:1,RW,44,02:01,Left-footed shot,Xavi,Messi,False
739,07_08,LaLiga,35,2008-05-04,Home,FC Barcelona,Valencia CF,6:0,RW,5,01:00,Penalty,,Messi,True
740,08_09,LaLiga,2,2008-09-13,Home,FC Barcelona,Racing Santander,1:1,RW,70,01:00,Penalty,,Messi,True
741,08_09,LaLiga,3,2008-09-21,Away,FC Barcelona,Sporting de Gijón,1:6,RW,85,01:05,Left-footed shot,Andres Iniesta,Messi,False
742,08_09,LaLiga,3,2008-09-21,Away,FC Barcelona,Sporting de Gijón,1:6,RW,89,01:06,Header,Xavi,Messi,False
743,08_09,LaLiga,5,2008-09-27,Away,FC Barcelona,RCD Espanyol Barcelona,1:2,RW,90,01:02,Penalty,,Messi,True
744,08_09,UEFA Champions League,Group Stage,2008-10-01,Away,FC Barcelona,Shakhtar Donetsk,1:2,RW,87,01:01,Right-footed shot,Bojan Krkic,Messi,False
745,08_09,UEFA Champions League,Group Stage,2008-10-01,Away,FC Barcelona,Shakhtar Donetsk,1:2,RW,90+2,01:02,Left-footed shot,Xavi,Messi,False
746,08_09,LaLiga,6,2008-10-04,Home,FC Barcelona,Atletico de Madrid,6:1,RW,8,03:00,Direct free kick,,Messi,False
