,Season,Competition,Matchday,Date,Venue,Club,Opponent,Result,Playing Position,Minutes,Score At,Type,Goal assist
447,15_16,LaLiga,29,2016-03-12,Home,FC Barcelona,Getafe CF,6:0,CF,41,04:00,Left-footed shot,Arda Turan
448,15_16,UEFA Champions League,last 16,2016-03-16,Home,FC Barcelona,Arsenal FC,3:1,RW,86,03:01,Left-footed shot,Neymar
449,15_16,LaLiga,33,2016-04-17,Home,FC Barcelona,Valencia CF,1:2,RW,63,01:02,Left-footed shot,Jordi Alba
450,15_16,LaLiga,34,2016-04-20,Away,FC Barcelona,Deportivo de La Coruaa,0:8,RW,73,00:06,Left-footed shot,Luis Suarez
451,15_16,LaLiga,35,2016-04-23,Home,FC Barcelona,Sporting de Gijón,6:0,RW,13,01:00,Header,
452,15_16,LaLiga,37,2016-05-08,Home,FC Barcelona,RCD Espanyol Barcelona,5:0,RW,8,01:00,Direct free kick,
453,16_17,Supercopa,final,2016-08-17,Home,FC Barcelona,Sevilla FC,3:0,RW,55,03:00,Header,Lucas Digne
454,16_17,LaLiga,1,2016-08-20,Home,FC Barcelona,Real Betis Balompie,6:2,RW,37,02:01,Left-footed shot,Sergi Roberto
455,16_17,LaLiga,1,2016-08-20,Home,FC Barcelona,Real Betis Balompie,6:2,RW,58,05:01,Left-footed shot,Arda Turan
456,16_17,UEFA Champions League,Group Stage,2016-09-13,Home,FC Barcelona,Celtic FC,7:0,RW,3,01:00,Left-footed shot,Neymar
457,16_17,UEFA Champions League,Group Stage,2016-09-13,Home,FC Barcelona,Celtic FC,7:0,RW,27,02:00,Left-footed shot,Neymar
458,16_17,UEFA Champions League,Group Stage,2016-09-13,Home,FC Barcelona,Celtic FC,7:0,RW,60,05:00,Left-footed shot,Luis Suarez
459,16_17,LaLiga,4,2016-09-17,Away,FC Barcelona,CD Leganes,1:5,RW,15,00:01,Left-footed shot,Luis Suarez
460,16_17,LaLiga,4,2016-09-17,Away,FC Barcelona,CD Leganes,1:5,RW,55,00:04,Penalty,
461,16_17,LaLiga,8,2016-10-15,Home,FC Barcelona,Deportivo de La Coruaa,4:0,RW,58,04:00,Left-footed shot,Neymar
462,16_17,UEFA Champions League,Group Stage,2016-10-19,Home,FC Barcelona,Manchester City,4:0,RW,17,01:00,Left-footed shot,Andres Iniesta
463,16_17,UEFA Champions League,Group Stage,2016-10-19,Home,FC Barcelona,Manchester City,4:0,RW,61,02:00,Left-footed shot,Andres Iniesta
464,16_17,UEFA Champions League,Group Stage,2016-10-19,Home,FC Barcelona,Manchester City,4:0,RW,69,03:00,Left-footed shot,Luis Suarez
465,16_17,LaLiga,9,2016-10-22,Away,FC Barcelona,Valencia CF,2:3,RW,22,00:01,Left-footed shot,Ivan Rakitic
466,16_17,LaLiga,9,2016-10-22,Away,FC Barcelona,Valencia CF,2:3,RW,90+4,02:03,Penalty,
467,16_17,UEFA Champions League,Group Stage,2016-11-01,Away,FC Barcelona,Manchester City,3:1,RW,21,00:01,Left-footed shot,Neymar
468,16_17,LaLiga,11,2016-11-06,Away,FC Barcelona,Sevilla FC,1:2,RW,43,01:01,Left-footed shot,Neymar
469,16_17,UEFA Champions League,Group Stage,2016-11-23,Away,FC Barcelona,Celtic FC,0:2,RW,24,00:01,Left-footed shot,Neymar
470,16_17,UEFA Champions League,Group Stage,2016-11-23,Away,FC Barcelona,Celtic FC,0:2,RW,55,00:02,Penalty,
471,16_17,LaLiga,13,2016-11-27,Away,FC Barcelona,Real Sociedad,1:1,RW,59,01:01,Left-footed shot,Neymar
472,16_17,UEFA Champions League,Group Stage,2016-12-06,Home,FC Barcelona,Borussia Mönchengladbach,4:0,RW,16,01:00,Left-footed shot,Arda Turan
473,16_17,LaLiga,15,2016-12-10,Away,FC Barcelona,CA Osasuna,0:3,RW,72,00:02,Left-footed shot,Jordi Alba
474,16_17,LaLiga,15,2016-12-10,Away,FC Barcelona,CA Osasuna,0:3,RW,90+2,00:03,Left-footed shot,Sergio Busquets
475,16_17,LaLiga,16,2016-12-18,Home,FC Barcelona,RCD Espanyol Barcelona,4:1,RW,90,04:01,Left-footed shot,Luis Suarez
476,16_17,Copa del Rey,last 16,2017-01-05,Away,FC Barcelona,Athletic Bilbao,2:1,RW,52,02:01,Direct free kick,
477,16_17,LaLiga,17,2017-01-08,Away,FC Barcelona,Villarreal CF,1:1,RW,90,01:01,Direct free kick,
478,16_17,Copa del Rey,last 16,2017-01-11,Home,FC Barcelona,Athletic Bilbao,3:1,RW,78,03:01,Direct free kick,
479,16_17,LaLiga,18,2017-01-14,Home,FC Barcelona,UD Las Palmas,5:0,RW,52,02:00,Right-footed shot,
480,16_17,LaLiga,19,2017-01-22,Away,FC Barcelona,SD Eibar,0:4,RW,50,00:02,Left-footed shot,Luis Suarez
481,16_17,Copa del Rey,Quarter-Finals,2017-01-26,Home,FC Barcelona,Real Sociedad,5:2,RW,55,02:00,Penalty,
482,16_17,Copa del Rey,Semi-Finals,2017-02-01,Away,FC Barcelona,Atletico de Madrid,1:2,RW,33,00:02,Left-footed shot,Ivan Rakitic
483,16_17,LaLiga,21,2017-02-04,Home,FC Barcelona,Athletic Bilbao,3:0,RW,40,02:00,Direct free kick,
484,16_17,LaLiga,22,2017-02-11,Away,FC Barcelona,Deportivo Alaves,0:6,RW,59,00:03,Left-footed shot,Neymar
485,16_17,LaLiga,23,2017-02-19,Home,FC Barcelona,CD Leganes,2:1,RW,4,01:00,Right-footed shot,Luis Suarez
486,16_17,LaLiga,23,2017-02-19,Home,FC Barcelona,CD Leganes,2:1,RW,90,02:01,Penalty,
487,16_17,LaLiga,24,2017-02-26,Away,FC Barcelona,Atletico de Madrid,1:2,RW,86,01:02,Left-footed shot,
488,16_17,LaLiga,25,2017-03-01,Home,FC Barcelona,Sporting de Gijón,6:1,RW,9,01:00,Header,Javier Mascherano
489,16_17,LaLiga,26,2017-03-04,Home,FC Barcelona,Celta de Vigo,5:0,AM,24,01:00,Left-footed shot,Sergio Busquets
490,16_17,LaLiga,26,2017-03-04,Home,FC Barcelona,Celta de Vigo,5:0,AM,64,05:00,Left-footed shot,
491,16_17,UEFA Champions League,last 16,2017-03-08,Home,FC Barcelona,Paris Saint-Germain,6:1,AM,50,03:00,Penalty,
492,16_17,LaLiga,28,2017-03-19,Home,FC Barcelona,Valencia CF,4:2,AM,45,02:01,Penalty,
493,16_17,LaLiga,28,2017-03-19,Home,FC Barcelona,Valencia CF,4:2,AM,53,03:02,Right-footed shot,Javier Mascherano
494,16_17,LaLiga,30,2017-04-05,Home,FC Barcelona,Sevilla FC,3:0,RW,28,02:00,Right-footed shot,Luis Suarez
495,16_17,LaLiga,30,2017-04-05,Home,FC Barcelona,Sevilla FC,3:0,RW,33,03:00,Left-footed shot,
496,16_17,LaLiga,32,2017-04-15,Home,FC Barcelona,Real Sociedad,3:2,RW,17,01:00,Left-footed shot,Luis Suarez
497,16_17,LaLiga,32,2017-04-15,Home,FC Barcelona,Real Sociedad,3:2,RW,37,02:00,Tap-in,
498,16_17,LaLiga,33,2017-04-23,Away,FC Barcelona,Real Madrid,2:3,RW,33,01:01,Left-footed shot,Ivan Rakitic
499,16_17,LaLiga,33,2017-04-23,Away,FC Barcelona,Real Madrid,2:3,RW,90+2,02:03,Left-footed shot,Jordi Alba
500,16_17,LaLiga,34,2017-04-26,Home,FC Barcelona,CA Osasuna,7:1,AM,12,01:00,Left-footed shot,
501,16_17,LaLiga,34,2017-04-26,Home,FC Barcelona,CA Osasuna,7:1,AM,61,04:01,Left-footed shot,Ivan Rakitic
502,16_17,LaLiga,36,2017-05-06,Home,FC Barcelona,Villarreal CF,4:1,RW,45,02:01,Left-footed shot,Sergio Busquets
503,16_17,LaLiga,36,2017-05-06,Home,FC Barcelona,Villarreal CF,4:1,RW,82,04:01,Penalty,
504,16_17,LaLiga,38,2017-05-21,Home,FC Barcelona,SD Eibar,4:2,RW,75,03:02,Penalty,
505,16_17,LaLiga,38,2017-05-21,Home,FC Barcelona,SD Eibar,4:2,RW,90+2,04:02,Right-footed shot,
506,16_17,Copa del Rey,Final,2017-05-27,Home,FC Barcelona,Deportivo Alaves,3:1,RW,30,01:00,Left-footed shot,Neymar
507,17_18,Supercopa,final,2017-08-13,Home,FC Barcelona,Real Madrid,1:3,RW,77,01:01,Penalty,
508,17_18,LaLiga,2,2017-08-26,Away,FC Barcelona,Deportivo Alaves,0:2,CF,55,00:01,Left-footed shot,Jordi Alba
509,17_18,LaLiga,2,2017-08-26,Away,FC Barcelona,Deportivo Alaves,0:2,CF,66,00:02,Left-footed shot,Paco Alcacer
510,17_18,LaLiga,3,2017-09-09,Home,FC Barcelona,RCD Espanyol Barcelona,5:0,CF,26,01:00,Left-footed shot,Ivan Rakitic
511,17_18,LaLiga,3,2017-09-09,Home,FC Barcelona,RCD Espanyol Barcelona,5:0,CF,35,02:00,Right-footed shot,Jordi Alba
512,17_18,LaLiga,3,2017-09-09,Home,FC Barcelona,RCD Espanyol Barcelona,5:0,CF,67,03:00,Left-footed shot,Jordi Alba
513,17_18,UEFA Champions League,Group Stage,2017-09-12,Home,FC Barcelona,Juventus FC,3:0,CF,45,01:00,Left-footed shot,Luis Suarez
514,17_18,UEFA Champions League,Group Stage,2017-09-12,Home,FC Barcelona,Juventus FC,3:0,CF,69,03:00,Left-footed shot,
515,17_18,LaLiga,5,2017-09-19,Home,FC Barcelona,SD Eibar,6:1,CF,21,01:00,Penalty,
516,17_18,LaLiga,5,2017-09-19,Home,FC Barcelona,SD Eibar,6:1,CF,59,04:01,Left-footed shot,Sergio Busquets
517,17_18,LaLiga,5,2017-09-19,Home,FC Barcelona,SD Eibar,6:1,CF,62,05:01,Left-footed shot,Paulinho
518,17_18,LaLiga,5,2017-09-19,Home,FC Barcelona,SD Eibar,6:1,CF,87,06:01,Left-footed shot,Aleix Vidal
519,17_18,LaLiga,7,2017-10-01,Home,FC Barcelona,UD Las Palmas,3:0,SS,70,02:00,Left-footed shot,Denis Suarez
520,17_18,LaLiga,7,2017-10-01,Home,FC Barcelona,UD Las Palmas,3:0,SS,77,03:00,Left-footed shot,Luis Suarez
521,17_18,UEFA Champions League,Group Stage,2017-10-18,Home,FC Barcelona,Olympiacos Piraeus,3:1,CF,61,02:00,Direct free kick,
522,17_18,LaLiga,10,2017-10-28,Away,FC Barcelona,Athletic Bilbao,0:2,SS,37,00:01,Left-footed shot,Jordi Alba
523,17_18,LaLiga,14,2017-12-02,Home,FC Barcelona,Celta de Vigo,2:2,SS,22,01:01,Left-footed shot,Paulinho
524,17_18,LaLiga,15,2017-12-10,Away,FC Barcelona,Villarreal CF,0:2,RW,83,00:02,Left-footed shot,Sergio Busquets
525,17_18,LaLiga,17,2017-12-23,Away,FC Barcelona,Real Madrid,0:3,SS,64,00:02,Penalty,
526,17_18,LaLiga,18,2018-01-07,Home,FC Barcelona,Levante UD,3:0,SS,12,01:00,Left-footed shot,Jordi Alba
527,17_18,Copa del Rey,last 16,2018-01-11,Home,FC Barcelona,Celta de Vigo,5:0,SS,13,01:00,Left-footed shot,Jordi Alba
528,17_18,Copa del Rey,last 16,2018-01-11,Home,FC Barcelona,Celta de Vigo,5:0,SS,15,02:00,Left-footed shot,Jordi Alba
529,17_18,LaLiga,19,2018-01-14,Away,FC Barcelona,Real Sociedad,2:4,SS,85,02:04,Direct free kick,
530,17_18,LaLiga,20,2018-01-21,Away,FC Barcelona,Real Betis Balompie,0:5,SS,64,00:02,Left-footed shot,Sergio Busquets
531,17_18,LaLiga,20,2018-01-21,Away,FC Barcelona,Real Betis Balompie,0:5,SS,80,00:04,Left-footed shot,Luis Suarez
532,17_18,Copa del Rey,Quarter-Finals,2018-01-25,Home,FC Barcelona,RCD Espanyol Barcelona,2:0,SS,25,02:00,Deflected shot on goal,
533,17_18,LaLiga,21,2018-01-28,Home,FC Barcelona,Deportivo Alaves,2:1,SS,84,02:01,Direct free kick,
534,17_18,UEFA Champions League,last 16,2018-02-20,Away,FC Barcelona,Chelsea FC,1:1,SS,75,01:01,Left-footed shot,Andres Iniesta
535,17_18,LaLiga,25,2018-02-24,Home,FC Barcelona,Girona FC,6:1,SS,30,02:01,Left-footed shot,Luis Suarez
536,17_18,LaLiga,25,2018-02-24,Home,FC Barcelona,Girona FC,6:1,SS,36,03:01,Direct free kick,
537,17_18,LaLiga,26,2018-03-01,Away,FC Barcelona,UD Las Palmas,1:1,SS,21,00:01,Direct free kick,
538,17_18,LaLiga,27,2018-03-04,Home,FC Barcelona,Atletico de Madrid,1:0,SS,26,01:00,Direct free kick,
539,17_18,UEFA Champions League,last 16,2018-03-14,Home,FC Barcelona,Chelsea FC,3:0,SS,3,01:00,Right-footed shot,Luis Suarez
540,17_18,UEFA Champions League,last 16,2018-03-14,Home,FC Barcelona,Chelsea FC,3:0,SS,63,03:00,Left-footed shot,Luis Suarez
541,17_18,LaLiga,29,2018-03-18,Home,FC Barcelona,Athletic Bilbao,2:0,SS,30,02:00,Left-footed shot,Ousmane Dembele
542,17_18,LaLiga,30,2018-03-31,Away,FC Barcelona,Sevilla FC,2:2,RW,89,02:02,Left-footed shot,Philippe Coutinho
543,17_18,LaLiga,31,2018-04-07,Home,FC Barcelona,CD Leganes,3:1,SS,27,01:00,Direct free kick,
544,17_18,LaLiga,31,2018-04-07,Home,FC Barcelona,CD Leganes,3:1,SS,32,02:00,Left-footed shot,Philippe Coutinho
545,17_18,LaLiga,31,2018-04-07,Home,FC Barcelona,CD Leganes,3:1,SS,87,03:01,Left-footed shot,Ousmane Dembele
546,17_18,Copa del Rey,Final,2018-04-21,Away,FC Barcelona,Sevilla FC,0:5,SS,31,00:02,Left-footed shot,Jordi Alba
547,17_18,LaLiga,35,2018-04-29,Away,FC Barcelona,Deportivo de La Coruaa,2:4,CF,38,00:02,Left-footed shot,Luis Suarez
548,17_18,LaLiga,35,2018-04-29,Away,FC Barcelona,Deportivo de La Coruaa,2:4,CF,82,02:03,Right-footed shot,Luis Suarez
549,17_18,LaLiga,35,2018-04-29,Away,FC Barcelona,Deportivo de La Coruaa,2:4,CF,85,02:04,Left-footed shot,Luis Suarez
550,17_18,LaLiga,36,2018-05-06,Home,FC Barcelona,Real Madrid,2:2,SS,52,02:01,Left-footed shot,Luis Suarez
551,17_18,LaLiga,34,2018-05-09,Home,FC Barcelona,Villarreal CF,5:1,CF,45,03:00,Left-footed shot,Andres Iniesta
552,18_19,LaLiga,1,2018-08-18,Home,FC Barcelona,Deportivo Alaves,3:0,RW,64,01:00,Direct free kick,
553,18_19,LaLiga,1,2018-08-18,Home,FC Barcelona,Deportivo Alaves,3:0,RW,90+2,03:00,Left-footed shot,Luis Suarez
554,18_19,LaLiga,3,2018-09-02,Home,FC Barcelona,SD Huesca,8:2,RW,16,01:01,Right-footed shot,Ivan Rakitic
555,18_19,LaLiga,3,2018-09-02,Home,FC Barcelona,SD Huesca,8:2,RW,61,06:02,Left-footed shot,Philippe Coutinho
556,18_19,UEFA Champions League,Group Stage,2018-09-18,Home,FC Barcelona,PSV Eindhoven,4:0,RW,31,01:00,Direct free kick,
557,18_19,UEFA Champions League,Group Stage,2018-09-18,Home,FC Barcelona,PSV Eindhoven,4:0,RW,77,03:00,Left-footed shot,Ivan Rakitic
558,18_19,UEFA Champions League,Group Stage,2018-09-18,Home,FC Barcelona,PSV Eindhoven,4:0,RW,87,04:00,Right-footed shot,Luis Suarez
559,18_19,LaLiga,5,2018-09-23,Home,FC Barcelona,Girona FC,2:2,RW,19,01:00,Left-footed shot,Arturo Vidal
560,18_19,UEFA Champions League,Group Stage,2018-10-03,Away,FC Barcelona,Tottenham Hotspur,2:4,RW,56,01:03,Left-footed shot,Jordi Alba
561,18_19,UEFA Champions League,Group Stage,2018-10-03,Away,FC Barcelona,Tottenham Hotspur,2:4,RW,90,02:04,Left-footed shot,Jordi Alba
562,18_19,LaLiga,8,2018-10-07,Away,FC Barcelona,Valencia CF,1:1,RW,23,01:01,Left-footed shot,Luis Suarez
563,18_19,LaLiga,9,2018-10-20,Home,FC Barcelona,Sevilla FC,4:2,RW,12,02:00,Left-footed shot,Luis Suarez
564,18_19,LaLiga,12,2018-11-11,Home,FC Barcelona,Real Betis Balompie,3:4,SS,68,01:02,Penalty,
565,18_19,LaLiga,12,2018-11-11,Home,FC Barcelona,Real Betis Balompie,3:4,SS,90+4,03:04,Left-footed shot,Arturo Vidal
566,18_19,UEFA Champions League,Group Stage,2018-11-28,Away,FC Barcelona,PSV Eindhoven,1:2,CF,61,00:01,Left-footed shot,Ousmane Dembele
567,18_19,LaLiga,15,2018-12-08,Away,FC Barcelona,RCD Espanyol Barcelona,0:4,RW,17,00:01,Direct free kick,
568,18_19,LaLiga,15,2018-12-08,Away,FC Barcelona,RCD Espanyol Barcelona,0:4,RW,65,00:04,Direct free kick,
569,18_19,LaLiga,16,2018-12-16,Away,FC Barcelona,Levante UD,0:5,SS,43,00:02,Right-footed shot,Sergio Busquets
570,18_19,LaLiga,16,2018-12-16,Away,FC Barcelona,Levante UD,0:5,SS,47,00:03,Left-footed shot,
571,18_19,LaLiga,16,2018-12-16,Away,FC Barcelona,Levante UD,0:5,SS,60,00:04,Left-footed shot,Arturo Vidal
572,18_19,LaLiga,17,2018-12-22,Home,FC Barcelona,Celta de Vigo,2:0,RW,45,02:00,Left-footed shot,Jordi Alba
573,18_19,LaLiga,18,2019-01-06,Away,FC Barcelona,Getafe CF,1:2,RW,20,00:01,Left-footed shot,
574,18_19,LaLiga,19,2019-01-13,Home,FC Barcelona,SD Eibar,3:0,RW,53,02:00,Left-footed shot,Luis Suarez
575,18_19,Copa del Rey,last 16,2019-01-17,Home,FC Barcelona,Levante UD,3:0,CF,54,03:00,Left-footed shot,Nelson Semedo
576,18_19,LaLiga,20,2019-01-20,Home,FC Barcelona,CD Leganes,3:1,SS,90+2,03:01,Right-footed shot,Jordi Alba
577,18_19,LaLiga,21,2019-01-27,Away,FC Barcelona,Girona FC,0:2,RW,69,00:02,Left-footed shot,Jordi Alba
578,18_19,Copa del Rey,Quarter-Finals,2019-01-30,Home,FC Barcelona,Sevilla FC,6:1,RW,90+2,06:01,Left-footed shot,Jordi Alba
579,18_19,LaLiga,22,2019-02-02,Home,FC Barcelona,Valencia CF,2:2,RW,39,01:02,Penalty,
580,18_19,LaLiga,22,2019-02-02,Home,FC Barcelona,Valencia CF,2:2,RW,64,02:02,Left-footed shot,Arturo Vidal
581,18_19,LaLiga,24,2019-02-16,Home,FC Barcelona,Real Valladolid CF,1:0,RW,43,01:00,Penalty,
582,18_19,LaLiga,25,2019-02-23,Away,FC Barcelona,Sevilla FC,2:4,RW,26,01:01,Left-footed shot,Ivan Rakitic
583,18_19,LaLiga,25,2019-02-23,Away,FC Barcelona,Sevilla FC,2:4,RW,67,02:02,Right-footed shot,Ousmane Dembele
584,18_19,LaLiga,25,2019-02-23,Away,FC Barcelona,Sevilla FC,2:4,RW,85,02:03,Left-footed shot,
585,18_19,LaLiga,27,2019-03-09,Home,FC Barcelona,Rayo Vallecano,3:1,RW,51,02:01,Penalty,
586,18_19,UEFA Champions League,last 16,2019-03-13,Home,FC Barcelona,Olympique Lyon,5:1,RW,18,01:00,Penalty,
587,18_19,UEFA Champions League,last 16,2019-03-13,Home,FC Barcelona,Olympique Lyon,5:1,RW,78,03:01,Right-footed shot,Sergio Busquets
588,18_19,LaLiga,28,2019-03-17,Away,FC Barcelona,Real Betis Balompie,1:4,SS,18,00:01,Direct free kick,
589,18_19,LaLiga,28,2019-03-17,Away,FC Barcelona,Real Betis Balompie,1:4,SS,45+2,00:02,Left-footed shot,Luis Suarez
590,18_19,LaLiga,28,2019-03-17,Away,FC Barcelona,Real Betis Balompie,1:4,SS,85,01:04,Left-footed shot,Ivan Rakitic
591,18_19,LaLiga,29,2019-03-30,Home,FC Barcelona,RCD Espanyol Barcelona,2:0,RW,71,01:00,Direct free kick,
592,18_19,LaLiga,29,2019-03-30,Home,FC Barcelona,RCD Espanyol Barcelona,2:0,RW,89,02:00,Left-footed shot,Malcom
593,18_19,LaLiga,30,2019-04-02,Away,FC Barcelona,Villarreal CF,4:4,RW,90,04:03,Direct free kick,
594,18_19,LaLiga,31,2019-04-06,Home,FC Barcelona,Atletico de Madrid,2:0,SS,87,02:00,Left-footed shot,
595,18_19,UEFA Champions League,Quarter-Finals,2019-04-16,Home,FC Barcelona,Manchester United,3:0,RW,16,01:00,Left-footed shot,
596,18_19,UEFA Champions League,Quarter-Finals,2019-04-16,Home,FC Barcelona,Manchester United,3:0,RW,20,02:00,Right-footed shot,
597,18_19,LaLiga,35,2019-04-27,Home,FC Barcelona,Levante UD,1:0,RW,62,01:00,Left-footed shot,Arturo Vidal
598,18_19,UEFA Champions League,Semi-Finals,2019-05-01,Home,FC Barcelona,Liverpool FC,3:0,RW,75,02:00,Left-footed shot,Luis Suarez
599,18_19,UEFA Champions League,Semi-Finals,2019-05-01,Home,FC Barcelona,Liverpool FC,3:0,RW,82,03:00,Direct free kick,
600,18_19,LaLiga,38,2019-05-19,Away,FC Barcelona,SD Eibar,2:2,CF,31,01:01,Left-footed shot,Arturo Vidal
601,18_19,LaLiga,38,2019-05-19,Away,FC Barcelona,SD Eibar,2:2,CF,32,01:02,Left-footed shot,Ivan Rakitic
602,18_19,Copa del Rey,Final,2019-05-25,Home,FC Barcelona,Valencia CF,1:2,CF,73,01:02,Left-footed shot,Clement Lenglet
603,19_20,LaLiga,8,2019-10-06,Home,FC Barcelona,Sevilla FC,4:0,RW,78,04:00,Direct free kick,
604,19_20,LaLiga,9,2019-10-19,Away,FC Barcelona,SD Eibar,0:3,RW,58,00:02,Left-footed shot,Antoine Griezmann
605,19_20,UEFA Champions League,Group Stage,2019-10-23,Away,FC Barcelona,SK Slavia Prague,1:2,RW,3,00:01,Left-footed shot,Arthur
606,19_20,LaLiga,11,2019-10-29,Home,FC Barcelona,Real Valladolid CF,5:1,RW,34,03:01,Direct free kick,
607,19_20,LaLiga,11,2019-10-29,Home,FC Barcelona,Real Valladolid CF,5:1,RW,75,04:01,Left-footed shot,Ivan Rakitic
608,19_20,LaLiga,12,2019-11-02,Away,FC Barcelona,Levante UD,3:1,RW,38,00:01,Penalty,
609,19_20,LaLiga,13,2019-11-09,Home,FC Barcelona,Celta de Vigo,4:1,RW,23,01:00,Penalty,
610,19_20,LaLiga,13,2019-11-09,Home,FC Barcelona,Celta de Vigo,4:1,RW,45+1,02:01,Direct free kick,
611,19_20,LaLiga,13,2019-11-09,Home,FC Barcelona,Celta de Vigo,4:1,RW,48,03:01,Direct free kick,
612,19_20,UEFA Champions League,Group Stage,2019-11-27,Home,FC Barcelona,Borussia Dortmund,3:1,RW,33,02:00,Left-footed shot,Luis Suarez
613,19_20,LaLiga,15,2019-12-01,Away,FC Barcelona,Atletico de Madrid,0:1,RW,86,00:01,Left-footed shot,Luis Suarez
614,19_20,LaLiga,16,2019-12-07,Home,FC Barcelona,RCD Mallorca,5:2,RW,17,02:00,Left-footed shot,Antoine Griezmann
615,19_20,LaLiga,16,2019-12-07,Home,FC Barcelona,RCD Mallorca,5:2,RW,41,03:01,Left-footed shot,Ivan Rakitic
616,19_20,LaLiga,16,2019-12-07,Home,FC Barcelona,RCD Mallorca,5:2,RW,83,05:02,Left-footed shot,Luis Suarez
617,19_20,LaLiga,18,2019-12-21,Home,FC Barcelona,Deportivo Alaves,4:1,RW,69,03:01,Left-footed shot,Luis Suarez
618,19_20,Supercopa,Semi-Finals,2020-01-09,Home,FC Barcelona,Atletico de Madrid,2:3,RW,51,01:01,Right-footed shot,Luis Suarez
619,19_20,LaLiga,20,2020-01-19,Home,FC Barcelona,Granada CF,1:0,CF,76,01:00,Right-footed shot,Arturo Vidal
620,19_20,Copa del Rey,Round of 16,2020-01-30,Home,FC Barcelona,CD Leganes,5:0,RW,59,03:00,Left-footed shot,Frenkie de Jong
621,19_20,Copa del Rey,Round of 16,2020-01-30,Home,FC Barcelona,CD Leganes,5:0,RW,89,05:00,Left-footed shot,Ivan Rakitic
622,19_20,LaLiga,25,2020-02-22,Home,FC Barcelona,SD Eibar,5:0,SS,14,01:00,Left-footed shot,Ivan Rakitic
623,19_20,LaLiga,25,2020-02-22,Home,FC Barcelona,SD Eibar,5:0,SS,37,02:00,Left-footed shot,Arturo Vidal
624,19_20,LaLiga,25,2020-02-22,Home,FC Barcelona,SD Eibar,5:0,SS,40,03:00,Left-footed shot,
625,19_20,LaLiga,25,2020-02-22,Home,FC Barcelona,SD Eibar,5:0,SS,87,04:00,Left-footed shot,
626,19_20,LaLiga,27,2020-03-07,Home,FC Barcelona,Real Sociedad,1:0,CF,81,01:00,Penalty,
627,19_20,LaLiga,28,2020-06-13,Away,FC Barcelona,RCD Mallorca,0:4,RW,90+3,00:04,Right-footed shot,Luis Suarez
628,19_20,LaLiga,29,2020-06-16,Home,FC Barcelona,CD Leganes,2:0,RW,69,02:00,Penalty,
629,19_20,LaLiga,33,2020-06-30,Home,FC Barcelona,Atletico de Madrid,2:2,SS,50,02:01,Penalty,
630,19_20,LaLiga,37,2020-07-16,Home,FC Barcelona,CA Osasuna,1:2,RW,62,01:01,Direct free kick,
631,19_20,LaLiga,38,2020-07-19,Away,FC Barcelona,Deportivo Alaves,0:5,RW,34,00:02,Left-footed shot,Riqui Puig
632,19_20,LaLiga,38,2020-07-19,Away,FC Barcelona,Deportivo Alaves,0:5,RW,75,00:05,Left-footed shot,Jordi Alba
633,19_20,UEFA Champions League,last 16,2020-08-08,Home,FC Barcelona,SSC Napoli,3:1,SS,23,02:00,Left-footed shot,
634,20_21,LaLiga,3,2020-09-27,Home,FC Barcelona,Villarreal CF,4:0,CF,35,03:00,Penalty,
635,20_21,UEFA Champions League,Group Stage,2020-10-20,Home,FC Barcelona,Ferencvarosi TC,5:1,CF,27,01:00,Penalty,
636,20_21,UEFA Champions League,Group Stage,2020-10-28,Away,FC Barcelona,Juventus FC,0:2,CF,90+1,00:02,Penalty,
637,20_21,UEFA Champions League,Group Stage,2020-11-04,Home,FC Barcelona,Dynamo Kyiv,2:1,RW,5,01:00,Penalty,
638,20_21,LaLiga,9,2020-11-07,Home,FC Barcelona,Real Betis Balompie,5:2,CF,61,03:01,Penalty,
639,20_21,LaLiga,9,2020-11-07,Home,FC Barcelona,Real Betis Balompie,5:2,CF,82,04:02,Left-footed shot,Sergi Roberto
640,20_21,LaLiga,11,2020-11-29,Home,FC Barcelona,CA Osasuna,4:0,RW,73,04:00,Left-footed shot,Francisco Trincão
641,20_21,LaLiga,13,2020-12-13,Home,FC Barcelona,Levante UD,1:0,CF,76,01:00,Left-footed shot,Frenkie de Jong
642,20_21,LaLiga,14,2020-12-19,Home,FC Barcelona,Valencia CF,2:2,CF,45+4,01:01,Header,
643,20_21,LaLiga,15,2020-12-22,Away,FC Barcelona,Real Valladolid CF,0:3,AM,65,00:03,Left-footed shot,Pedri
644,20_21,LaLiga,2,2021-01-06,Away,FC Barcelona,Athletic Bilbao,2:3,CF,38,01:02,Left-footed shot,Pedri
645,20_21,LaLiga,2,2021-01-06,Away,FC Barcelona,Athletic Bilbao,2:3,CF,62,01:03,Left-footed shot,Antoine Griezmann
646,20_21,LaLiga,18,2021-01-09,Away,FC Barcelona,Granada CF,0:4,CF,35,00:02,Left-footed shot,Antoine Griezmann
647,20_21,LaLiga,18,2021-01-09,Away,FC Barcelona,Granada CF,0:4,CF,42,00:03,Direct free kick,
648,20_21,Copa del Rey,Round of 16,2021-01-27,Away,FC Barcelona,Rayo Vallecano,1:2,CF,69,01:01,Left-footed shot,Antoine Griezmann
649,20_21,LaLiga,21,2021-01-31,Home,FC Barcelona,Athletic Bilbao,2:1,CF,20,01:00,Direct free kick,
